gf_id,genus,species,gall_id,host_id,sourceURL,pageURL,phenophase,lifestage,viability,date,doy,latitude,longitude,site,state,country,AGDD32,AGDD50,yearend32,yearend50,percent32,percent50
3224,Chrysolepis,chrysophylla,,,https://www.gallformers.org/source/360,,dormant,,viable,2011-10-27,,40.8665,-124.0828,Arcata,CA,USA,,,,,,
3224,Chrysolepis,chrysophylla,,,https://www.gallformers.org/source/360,,dormant,,viable,2011-09-28,,40.8665,-124.0828,Arcata,CA,USA,,,,,,
3224,Chrysolepis,chrysophylla,,,https://www.gallformers.org/source/360,,maturing,Adult,,2012-10-05,,40.8665,-124.0828,Arcata,CA,USA,,,,,,
3224,Chrysolepis,chrysophylla,,,https://www.gallformers.org/source/360,,maturing,Adult,,2012-08-25,,40.8665,-124.0828,Arcata,CA,USA,,,,,,
2697,Chrysolepis,chrysophylla,,,https://www.gallformers.org/source/360,,dormant,,viable,2009-07-13,,40.8665,-124.0828,Arcata,CA,USA,,,,,,
2697,Chrysolepis,chrysophylla,,,https://www.gallformers.org/source/360,,dormant,,viable,2012-07-01,,40.8665,-124.0828,Arcata,CA,USA,,,,,,
2697,Chrysolepis,chrysophylla,,,https://www.gallformers.org/source/360,,dormant,,viable,2009-07-26,,40.8665,-124.0828,Arcata,CA,USA,,,,,,
2697,Chrysolepis,chrysophylla,,,https://www.gallformers.org/source/360,,dormant,,viable,2012-07-23,,40.8665,-124.0828,Arcata,CA,USA,,,,,,
2697,Chrysolepis,chrysophylla,,,https://www.gallformers.org/source/360,,maturing,Adult,,2012-08-04,,40.8665,-124.0828,Arcata,CA,USA,,,,,,
2697,Chrysolepis,chrysophylla,,,https://www.gallformers.org/source/360,,dormant,,viable,2012-08-07,,40.8665,-124.0828,Arcata,CA,USA,,,,,,
3225,Chrysolepis,sempervirens,,,https://www.gallformers.org/source/360,,developing,Larva,too early,2008-09-11,,40.5354,-121.5608,Manzanita Lake,CA,USA,,,,,,
3225,Chrysolepis,sempervirens,,,https://www.gallformers.org/source/360,,developing,Larva,too early,2012-09-24,,40.5354,-121.5608,Manzanita Lake,CA,USA,,,,,,
3226,Chrysolepis,chrysophylla,,,https://www.gallformers.org/source/360,,dormant,,viable,2009-08-17,,40.8665,-124.0828,Arcata,CA,USA,,,,,,
3226,Chrysolepis,chrysophylla,,,https://www.gallformers.org/source/360,,dormant,,viable,2009-08-14,,41.8673,-123.8334,Little Jones Creek,CA,USA,,,,,,
3227,Chrysolepis,chrysophylla,,,https://www.gallformers.org/source/360,,dormant,,viable,2012-10-01,,40.8665,-124.0828,Arcata,CA,USA,,,,,,
3227,Chrysolepis,chrysophylla,,,https://www.gallformers.org/source/360,,maturing,Adult,,2014-03-15,,40.8665,-124.0828,Arcata,CA,USA,,,,,,
3227,Chrysolepis,chrysophylla,,,https://www.gallformers.org/source/360,,dormant,,viable,2011-10-27,,40.8665,-124.0828,Arcata,CA,USA,,,,,,
1732,Chrysolepis,sempervirens,,,https://www.gallformers.org/source/360,,dormant,,viable,2012-09-24,,40.4977,-121.4207,Lassen Volcanic National Park,CA,USA,,,,,,
1732,Chrysolepis,sempervirens,,,https://www.gallformers.org/source/360,,dormant,,viable,2012-09-26,,40.8665,-124.0828,Arcata,CA,USA,,,,,,
4227,Quercus,macrocarpa,,,https://www.gallformers.org/source/559,,dormant,,viable,2005-05-22,,53.54218,-113.54289,Royal Alberta Museum,Alberta,Canada,,,,,,
4227,Quercus,macrocarpa,,,https://www.gallformers.org/source/559,,maturing,Adult,,2005-05-25,,53.54218,-113.54289,Royal Alberta Museum,Alberta,Canada,,,,,,
4228,Quercus,macrocarpa,,,https://www.gallformers.org/source/559,,perimature,Adult,,2007-06-04,,53.49165,-113.54291,Northern Forestry Center,Alberta,Canada,,,,,,
4229,Quercus,myrtifolia,,,https://www.gallformers.org/source/559,,dormant,,viable,1995-05-03,,30.331519,-86.157204,Gratin Beach Island,FL,USA,,,,,,
4229,Quercus,myrtifolia,,,https://www.gallformers.org/source/559,,maturing,Adult,,1995-05-16,,30.331519,-86.157204,Gratin Beach Island,FL,USA,,,,,,
4229,Quercus,incana,,,https://www.gallformers.org/source/559,,dormant,,viable,2008-04-16,,30.331519,-86.157204,Gratin Beach Island,FL,USA,,,,,,
4230,Quercus,inopina,,,https://www.gallformers.org/source/559,,dormant,,viable,2008-04-15,,27.1828,-81.3521,Archbold Biological Station,FL,USA,,,,,,
2465,Quercus,oblongifolia,,,https://www.gallformers.org/source/559,,dormant,,viable,2008-04-09,,32.3357,-110.6993,Molino Basin Campground,AZ,USA,,,,,,
4236,Quercus,macrocarpa,,,https://www.gallformers.org/source/559,,dormant,,viable,2007-04-27,,53.5232,-113.5263,University of Alberta,Alberta,Canada,,,,,,
4232,,,,,https://www.gallformers.org/source/559,,dormant,,viable,2004-03-24,,41.7558,-124.2026,Crescent City,FL,USA,,,,,,
4232,,,,,https://www.gallformers.org/source/559,,dormant,,viable,1995-10-11,,27.1828,-81.3521,Archbold Biological Station,FL,USA,,,,,,
4237,Quercus,rubra,,,https://www.gallformers.org/source/559,,dormant,,viable,2014-10-01,,49.3335,8.597,Schwetzinger Hardt,Baden-Wurttemberg,Germany,,,,,,
4237,Quercus,rubra,,,https://www.gallformers.org/source/559,,maturing,Adult,,2017-03-22,,49.3335,8.597,Schwetzinger Hardt,Baden-Wurttemberg,Germany,,,,,,
4277,Quercus,macrocarpa,,,https://www.gallformers.org/source/559,,dormant,,viable,2005-08-30,,49.85862,-97.25015,Assiniboine Forest,Manitoba,Canada,,,,,,
4277,Quercus,macrocarpa,,,https://www.gallformers.org/source/559,,maturing,Adult,,2006-05-15,,49.85862,-97.25015,Assiniboine Forest,Manitoba,Canada,,,,,,
4277,Quercus,macrocarpa,,,https://www.gallformers.org/source/559,,maturing,Adult,,2006-05-25,,49.85862,-97.25015,Assiniboine Forest,Manitoba,Canada,,,,,,
4277,Quercus,macrocarpa,,,https://www.gallformers.org/source/559,,maturing,Adult,,2006-07-04,,53.49165,-113.54291,Northern Forestry Center,Alberta,Canada,,,,,,
4277,Quercus,macrocarpa,,,https://www.gallformers.org/source/559,,maturing,Adult,,2006-07-13,,53.49165,-113.54291,Northern Forestry Center,Alberta,Canada,,,,,,
870,Quercus,macrocarpa,,,scott.digweed@gmail.com,,maturing,Adult,,2005-04-18,,53.5897,-113.5119,Edmonton,Alberta,Canada,,,,,,
870,Quercus,macrocarpa,,,scott.digweed@gmail.com,,dormant,,viable,2004-09-22,,53.5897,-113.5119,Edmonton,Alberta,Canada,,,,,,
870,Quercus,macrocarpa,,,scott.digweed@gmail.com,,maturing,Adult,,2005-10-03,,53.5897,-113.5119,Edmonton,Alberta,Canada,,,,,,
870,Quercus,macrocarpa,,,scott.digweed@gmail.com,,maturing,Adult,,2005-10-13,,53.5897,-113.5119,Edmonton,Alberta,Canada,,,,,,
982,Quercus,macrocarpa,,,scott.digweed@gmail.com,,dormant,,viable,2006-05-23,,53.5897,-113.5119,Edmonton,Alberta,Canada,,,,,,
982,Quercus,macrocarpa,,,scott.digweed@gmail.com,,maturing,Adult,,2006-06-06,,53.5897,-113.5119,Edmonton,Alberta,Canada,,,,,,
982,Quercus,macrocarpa,,,scott.digweed@gmail.com,,maturing,Adult,,2006-05-25,,53.5897,-113.5119,Edmonton,Alberta,Canada,,,,,,
4233,Quercus,macrocarpa,,,https://www.gallformers.org/source/559,,maturing,Adult,,2008-06-01,,53.47371,-113.37202,Edmonton,Alberta,Canada,,,,,,
1596,Quercus,macrocarpa,,,https://www.gallformers.org/source/559,,dormant,,viable,2018-05-21,,53.51746,-113.682957,Edmonton,Alberta,Canada,,,,,,
