gf_id,genus,species,gall_id,host_id,sourceURL,pageURL,phenophase,lifestage,viability,date,doy,latitude,longitude,site,state,country,AGDD32,AGDD50,yearend32,yearend50,percent32,percent50
573,Quercus,macrocarpa,,,scott.digweed@gmail.com,,dormant,,viable,3/2/2005,,53.52646,-113.52722,University of Alberta Computer Sciences Building,Alberta,Canada,,,,,,
573,Quercus,macrocarpa,,,scott.digweed@gmail.com,,maturing,Adult,,4/5/2005,,53.52646,-113.52722,University of Alberta Computer Sciences Building,Alberta,Canada,,,,,,
573,Quercus,macrocarpa,,,scott.digweed@gmail.com,,dormant,,viable,4/8/2005,,53.55974,-113.56459,Coronation Park,Alberta,Canada,,,,,,
573,Quercus,macrocarpa,,,scott.digweed@gmail.com,,maturing,Adult,,4/11/2005,,53.55974,-113.56459,Coronation Park,Alberta,Canada,,,,,,
573,Quercus,macrocarpa,,,scott.digweed@gmail.com,,maturing,Adult,,4/12/2005,,53.55974,-113.56459,Coronation Park,Alberta,Canada,,,,,,
573,Quercus,macrocarpa,,,scott.digweed@gmail.com,,maturing,Adult,,4/13/2005,,53.55974,-113.56459,Coronation Park,Alberta,Canada,,,,,,
573,Quercus,macrocarpa,,,scott.digweed@gmail.com,,maturing,Adult,,4/15/2005,,53.55974,-113.56459,Coronation Park,Alberta,Canada,,,,,,
573,Quercus,macrocarpa,,,scott.digweed@gmail.com,,maturing,Adult,,4/16/2005,,53.55974,-113.56459,Coronation Park,Alberta,Canada,,,,,,
573,Quercus,macrocarpa,,,scott.digweed@gmail.com,,maturing,Adult,,4/17/2005,,53.55974,-113.56459,Coronation Park,Alberta,Canada,,,,,,
573,Quercus,macrocarpa,,,scott.digweed@gmail.com,,maturing,Adult,,4/18/2005,,53.55974,-113.56459,Coronation Park,Alberta,Canada,,,,,,
573,Quercus,macrocarpa,,,scott.digweed@gmail.com,,maturing,Adult,,4/19/2005,,53.55974,-113.56459,Coronation Park,Alberta,Canada,,,,,,
573,Quercus,macrocarpa,,,scott.digweed@gmail.com,,maturing,Adult,,4/20/2005,,53.55974,-113.56459,Coronation Park,Alberta,Canada,,,,,,
573,Quercus,macrocarpa,,,scott.digweed@gmail.com,,maturing,Adult,,4/22/2005,,53.55974,-113.56459,Coronation Park,Alberta,Canada,,,,,,
573,Quercus,macrocarpa,,,scott.digweed@gmail.com,,maturing,Adult,,4/23/2005,,53.55974,-113.56459,Coronation Park,Alberta,Canada,,,,,,
573,Quercus,macrocarpa,,,scott.digweed@gmail.com,,maturing,Adult,,4/24/2005,,53.55974,-113.56459,Coronation Park,Alberta,Canada,,,,,,
573,Quercus,macrocarpa,,,scott.digweed@gmail.com,,maturing,Adult,,4/25/2005,,53.55974,-113.56459,Coronation Park,Alberta,Canada,,,,,,
573,Quercus,macrocarpa,,,scott.digweed@gmail.com,,maturing,Adult,,5/6/2005,,53.55974,-113.56459,Coronation Park,Alberta,Canada,,,,,,
573,Quercus,macrocarpa,,,scott.digweed@gmail.com,,maturing,Adult,,5/8/2005,,53.55974,-113.56459,Coronation Park,Alberta,Canada,,,,,,
573,Quercus,macrocarpa,,,scott.digweed@gmail.com,,dormant,,viable,4/1/2005,,53.55500,-113.55054,Groat Road and 107 Avenue,Alberta,Canada,,,,,,
573,Quercus,macrocarpa,,,scott.digweed@gmail.com,,maturing,Adult,,4/7/2005,,53.55500,-113.55054,Groat Road and 107 Avenue,Alberta,Canada,,,,,,
573,Quercus,macrocarpa,,,scott.digweed@gmail.com,,maturing,Adult,,4/8/2005,,53.55500,-113.55054,Groat Road and 107 Avenue,Alberta,Canada,,,,,,
573,Quercus,macrocarpa,,,scott.digweed@gmail.com,,maturing,Adult,,4/9/2005,,53.55500,-113.55054,Groat Road and 107 Avenue,Alberta,Canada,,,,,,
573,Quercus,macrocarpa,,,scott.digweed@gmail.com,,maturing,Adult,,4/11/2005,,53.55500,-113.55054,Groat Road and 107 Avenue,Alberta,Canada,,,,,,
573,Quercus,macrocarpa,,,scott.digweed@gmail.com,,maturing,Adult,,4/12/2005,,53.55500,-113.55054,Groat Road and 107 Avenue,Alberta,Canada,,,,,,
573,Quercus,macrocarpa,,,scott.digweed@gmail.com,,maturing,Adult,,4/13/2005,,53.55500,-113.55054,Groat Road and 107 Avenue,Alberta,Canada,,,,,,
573,Quercus,macrocarpa,,,scott.digweed@gmail.com,,maturing,Adult,,4/14/2005,,53.55500,-113.55054,Groat Road and 107 Avenue,Alberta,Canada,,,,,,
573,Quercus,macrocarpa,,,scott.digweed@gmail.com,,maturing,Adult,,4/15/2005,,53.55500,-113.55054,Groat Road and 107 Avenue,Alberta,Canada,,,,,,
573,Quercus,macrocarpa,,,scott.digweed@gmail.com,,maturing,Adult,,4/16/2005,,53.55500,-113.55054,Groat Road and 107 Avenue,Alberta,Canada,,,,,,
573,Quercus,macrocarpa,,,scott.digweed@gmail.com,,maturing,Adult,,4/17/2005,,53.55500,-113.55054,Groat Road and 107 Avenue,Alberta,Canada,,,,,,
573,Quercus,macrocarpa,,,scott.digweed@gmail.com,,maturing,Adult,,4/18/2005,,53.55500,-113.55054,Groat Road and 107 Avenue,Alberta,Canada,,,,,,
573,Quercus,macrocarpa,,,scott.digweed@gmail.com,,maturing,Adult,,4/19/2005,,53.55500,-113.55054,Groat Road and 107 Avenue,Alberta,Canada,,,,,,
573,Quercus,macrocarpa,,,scott.digweed@gmail.com,,maturing,Adult,,4/20/2005,,53.55500,-113.55054,Groat Road and 107 Avenue,Alberta,Canada,,,,,,
573,Quercus,macrocarpa,,,scott.digweed@gmail.com,,maturing,Adult,,4/21/2005,,53.55500,-113.55054,Groat Road and 107 Avenue,Alberta,Canada,,,,,,
573,Quercus,macrocarpa,,,scott.digweed@gmail.com,,maturing,Adult,,4/22/2005,,53.55500,-113.55054,Groat Road and 107 Avenue,Alberta,Canada,,,,,,
573,Quercus,macrocarpa,,,scott.digweed@gmail.com,,maturing,Adult,,4/23/2005,,53.55500,-113.55054,Groat Road and 107 Avenue,Alberta,Canada,,,,,,
573,Quercus,macrocarpa,,,scott.digweed@gmail.com,,maturing,Adult,,4/24/2005,,53.55500,-113.55054,Groat Road and 107 Avenue,Alberta,Canada,,,,,,
573,Quercus,macrocarpa,,,scott.digweed@gmail.com,,maturing,Adult,,4/25/2005,,53.55500,-113.55054,Groat Road and 107 Avenue,Alberta,Canada,,,,,,
573,Quercus,macrocarpa,,,scott.digweed@gmail.com,,maturing,Adult,,4/27/2005,,53.55500,-113.55054,Groat Road and 107 Avenue,Alberta,Canada,,,,,,
573,Quercus,macrocarpa,,,scott.digweed@gmail.com,,maturing,Adult,,5/4/2005,,53.55500,-113.55054,Groat Road and 107 Avenue,Alberta,Canada,,,,,,
573,Quercus,macrocarpa,,,scott.digweed@gmail.com,,maturing,Adult,,5/8/2005,,53.55500,-113.55054,Groat Road and 107 Avenue,Alberta,Canada,,,,,,
573,Quercus,macrocarpa,,,scott.digweed@gmail.com,,dormant,,viable,3/2/2005,,53.49165,-113.54291,Northern Forestry Centre,Alberta,Canada,,,,,,
573,Quercus,macrocarpa,,,scott.digweed@gmail.com,,maturing,Adult,,4/18/2005,,53.49165,-113.54291,Northern Forestry Centre,Alberta,Canada,,,,,,
573,Quercus,macrocarpa,,,scott.digweed@gmail.com,,maturing,Adult,,4/20/2005,,53.49165,-113.54291,Northern Forestry Centre,Alberta,Canada,,,,,,
573,Quercus,macrocarpa,,,scott.digweed@gmail.com,,maturing,Adult,,4/21/2005,,53.49165,-113.54291,Northern Forestry Centre,Alberta,Canada,,,,,,
573,Quercus,macrocarpa,,,scott.digweed@gmail.com,,dormant,,viable,9/13/2004,,53.54218,-113.54289,Royal Alberta Museum,Alberta,Canada,,,,,,
573,Quercus,macrocarpa,,,scott.digweed@gmail.com,,maturing,Adult,,4/8/2005,,53.54218,-113.54289,Royal Alberta Museum,Alberta,Canada,,,,,,
573,Quercus,macrocarpa,,,scott.digweed@gmail.com,,maturing,Adult,,4/9/2005,,53.54218,-113.54289,Royal Alberta Museum,Alberta,Canada,,,,,,
573,Quercus,macrocarpa,,,scott.digweed@gmail.com,,maturing,Adult,,4/11/2005,,53.54218,-113.54289,Royal Alberta Museum,Alberta,Canada,,,,,,
573,Quercus,macrocarpa,,,scott.digweed@gmail.com,,maturing,Adult,,4/12/2005,,53.54218,-113.54289,Royal Alberta Museum,Alberta,Canada,,,,,,
573,Quercus,macrocarpa,,,scott.digweed@gmail.com,,maturing,Adult,,4/12/2005,,53.54218,-113.54289,Royal Alberta Museum,Alberta,Canada,,,,,,
573,Quercus,macrocarpa,,,scott.digweed@gmail.com,,maturing,Adult,,4/13/2005,,53.54218,-113.54289,Royal Alberta Museum,Alberta,Canada,,,,,,
573,Quercus,macrocarpa,,,scott.digweed@gmail.com,,maturing,Adult,,4/14/2005,,53.54218,-113.54289,Royal Alberta Museum,Alberta,Canada,,,,,,
573,Quercus,macrocarpa,,,scott.digweed@gmail.com,,maturing,Adult,,4/15/2005,,53.54218,-113.54289,Royal Alberta Museum,Alberta,Canada,,,,,,
573,Quercus,macrocarpa,,,scott.digweed@gmail.com,,maturing,Adult,,4/16/2005,,53.54218,-113.54289,Royal Alberta Museum,Alberta,Canada,,,,,,
573,Quercus,macrocarpa,,,scott.digweed@gmail.com,,maturing,Adult,,4/17/2005,,53.54218,-113.54289,Royal Alberta Museum,Alberta,Canada,,,,,,
573,Quercus,macrocarpa,,,scott.digweed@gmail.com,,maturing,Adult,,4/18/2005,,53.54218,-113.54289,Royal Alberta Museum,Alberta,Canada,,,,,,
573,Quercus,macrocarpa,,,scott.digweed@gmail.com,,maturing,Adult,,4/19/2005,,53.54218,-113.54289,Royal Alberta Museum,Alberta,Canada,,,,,,
573,Quercus,macrocarpa,,,scott.digweed@gmail.com,,maturing,Adult,,4/20/2005,,53.54218,-113.54289,Royal Alberta Museum,Alberta,Canada,,,,,,
573,Quercus,macrocarpa,,,scott.digweed@gmail.com,,dormant,,viable,9/13/2004,,53.52428,-113.52601,University of Alberta University Hall,Alberta,Canada,,,,,,
573,Quercus,macrocarpa,,,scott.digweed@gmail.com,,maturing,Adult,,4/7/2005,,53.52428,-113.52601,University of Alberta University Hall,Alberta,Canada,,,,,,
573,Quercus,macrocarpa,,,scott.digweed@gmail.com,,maturing,Adult,,4/8/2005,,53.52428,-113.52601,University of Alberta University Hall,Alberta,Canada,,,,,,
573,Quercus,macrocarpa,,,scott.digweed@gmail.com,,maturing,Adult,,4/9/2005,,53.52428,-113.52601,University of Alberta University Hall,Alberta,Canada,,,,,,
573,Quercus,macrocarpa,,,scott.digweed@gmail.com,,maturing,Adult,,4/11/2005,,53.52428,-113.52601,University of Alberta University Hall,Alberta,Canada,,,,,,
573,Quercus,macrocarpa,,,scott.digweed@gmail.com,,maturing,Adult,,4/12/2005,,53.52428,-113.52601,University of Alberta University Hall,Alberta,Canada,,,,,,
573,Quercus,macrocarpa,,,scott.digweed@gmail.com,,maturing,Adult,,4/13/2005,,53.52428,-113.52601,University of Alberta University Hall,Alberta,Canada,,,,,,
573,Quercus,macrocarpa,,,scott.digweed@gmail.com,,maturing,Adult,,4/15/2005,,53.52428,-113.52601,University of Alberta University Hall,Alberta,Canada,,,,,,
573,Quercus,macrocarpa,,,scott.digweed@gmail.com,,maturing,Adult,,4/16/2005,,53.52428,-113.52601,University of Alberta University Hall,Alberta,Canada,,,,,,
573,Quercus,macrocarpa,,,scott.digweed@gmail.com,,maturing,Adult,,4/17/2005,,53.52428,-113.52601,University of Alberta University Hall,Alberta,Canada,,,,,,
573,Quercus,macrocarpa,,,scott.digweed@gmail.com,,maturing,Adult,,4/18/2005,,53.52428,-113.52601,University of Alberta University Hall,Alberta,Canada,,,,,,
